F,N,M,mode,W,core_type,model,work,placement,n_machines,n_ticks,repeat,scenario_name,sim_id,setup_s,broker_setup_s,federate_spawn_s,sim_wall_s,perf_n_ticks,tick_mean_s,tick_median_s,tick_p95_s,failure_mode,peak_rss_mb,cpu_util_pct,throughput_inst_steps_s
1,8,50,seq,,zmq,heavy_compute_dummy,1.0,local,1,30,0,scaling_F1_N8_M50_seq_zmq_local,20260724_114932,1.420133352279663,0.211165189743042,0.06730389595031738,0.03657937049865723,30,0.0012181202570597331,0.0007814168930053711,0.002727508544921875,,1262.05078125,1696.5111111111112,328053.7591657161
1,8,50,seq,,zmq,heavy_compute_dummy,1.0,local,1,30,1,scaling_F1_N8_M50_seq_zmq_local,20260724_114935,1.390000820159912,0.21105694770812988,0.0677647590637207,0.032959938049316406,30,0.0010977506637573243,0.0008151531219482422,0.0020759105682373047,,1256.1953125,1706.2111111111112,364078.35421428777
1,8,100,seq,,zmq,heavy_compute_dummy,1.0,local,1,30,0,scaling_F1_N8_M100_seq_zmq_local,20260724_114939,1.35249662399292,0.2152998447418213,0.06768584251403809,0.04808235168457031,30,0.0016017675399780274,0.001437544822692871,0.0025429725646972656,,1260.92578125,1591.8111111111111,499143.6391764846
1,8,100,seq,,zmq,heavy_compute_dummy,1.0,local,1,30,1,scaling_F1_N8_M100_seq_zmq_local,20260724_114942,1.3923966884613037,0.21530628204345703,0.0669553279876709,0.05240345001220703,30,0.0017457246780395509,0.0013575553894042969,0.0048525333404541016,,1259.81640625,1728.1666666666667,457985.11346885294
1,8,200,seq,,zmq,heavy_compute_dummy,1.0,local,1,30,0,scaling_F1_N8_M200_seq_zmq_local,20260724_114946,1.4695491790771484,0.21128082275390625,0.06699013710021973,0.0892324447631836,30,0.002973318099975586,0.002618551254272461,0.003899812698364258,,1296.2890625,1681.6888888888889,537920.9336625092
1,8,200,seq,,zmq,heavy_compute_dummy,1.0,local,1,30,1,scaling_F1_N8_M200_seq_zmq_local,20260724_114949,1.4779608249664307,0.212615966796875,0.06734561920166016,0.0877835750579834,30,0.0029250462849934895,0.0026122331619262695,0.005277872085571289,,1295.890625,1811.7777777777778,546799.3296957286
