F,N,M,mode,W,core_type,model,work,placement,n_machines,n_ticks,repeat,scenario_name,sim_id,setup_s,broker_setup_s,federate_spawn_s,sim_wall_s,perf_n_ticks,tick_mean_s,tick_median_s,tick_p95_s,failure_mode,peak_rss_mb,cpu_util_pct,throughput_inst_steps_s,exchange,distance,fanout,msg_width,freq,causality,n_edges,n_subs,max_fed_in,max_fed_out
2,4,4,seq,,zmq,exchange_dummy,,local,1,300,2,scaling_F2_N4_M4_seq_zmq_local,20260728_082628,1.811725378036499,0.6367948055267334,0.07335281372070312,0.03958272933959961,300,0.0001311333974202474,8.702278137207031e-05,0.000293731689453125,,1322.75390625,1654.36,242530.01650383684,none,,,1,1,,0,0,0,0
2,4,8,seq,,zmq,exchange_dummy,,local,1,300,0,scaling_F2_N4_M8_seq_zmq_local,20260728_082632,1.8965158462524414,0.7364132404327393,0.07706904411315918,0.052736759185791016,300,0.0001750469207763672,0.00013399124145507812,0.00046539306640625,,1341.046875,1495.5727272727272,364072.4287277232,none,,,1,1,,0,0,0,0
2,4,8,seq,,zmq,exchange_dummy,,local,1,300,1,scaling_F2_N4_M8_seq_zmq_local,20260728_082636,1.8038277626037598,0.6321711540222168,0.07095766067504883,0.051954030990600586,300,0.00017245690027872722,0.00012636184692382812,0.0004534721374511719,,1327.6875,1531.3799999999997,369557.46520368406,none,,,1,1,,0,0,0,0
2,4,8,seq,,zmq,exchange_dummy,,local,1,300,2,scaling_F2_N4_M8_seq_zmq_local,20260728_082640,1.8221027851104736,0.6320772171020508,0.07185626029968262,0.05216813087463379,300,0.0001732190450032552,0.00012803077697753906,0.00041174888610839844,,1328.4765625,1637.4,368040.78808458516,none,,,1,1,,0,0,0,0
2,4,16,seq,,zmq,exchange_dummy,,local,1,300,0,scaling_F2_N4_M16_seq_zmq_local,20260728_082644,1.8274049758911133,0.6352155208587646,0.07150864601135254,0.1259140968322754,300,0.00041876395543416343,0.0004056692123413086,0.0004603862762451172,,1345.0546875,1603.67,304969.82439663564,none,,,1,1,,0,0,0,0
2,4,16,seq,,zmq,exchange_dummy,,local,1,300,1,scaling_F2_N4_M16_seq_zmq_local,20260728_082647,1.7982895374298096,0.636559247970581,0.07484149932861328,0.08032822608947754,300,0.00026706059773763023,0.00021755695343017578,0.0007731914520263672,,1328.54296875,1485.8300000000002,478038.6903754886,none,,,1,1,,0,0,0,0
2,4,16,seq,,zmq,exchange_dummy,,local,1,300,2,scaling_F2_N4_M16_seq_zmq_local,20260728_082651,1.874241590499878,0.6357402801513672,0.07417178153991699,0.08617329597473145,300,0.00028652350107828776,0.00021696090698242188,0.0005211830139160156,,1352.47265625,1638.8700000000001,445613.6853725546,none,,,1,1,,0,0,0,0
2,4,32,seq,,zmq,exchange_dummy,,local,1,300,0,scaling_F2_N4_M32_seq_zmq_local,20260728_082655,1.789930820465088,0.6328375339508057,0.06325292587280273,0.22514867782592773,300,0.0007494123776753743,0.0007617473602294922,0.0012221336364746094,,1356.84375,1577.3700000000001,341107.93250750256,none,,,1,1,,0,0,0,0
2,4,32,seq,,zmq,exchange_dummy,,local,1,300,1,scaling_F2_N4_M32_seq_zmq_local,20260728_082659,1.8434035778045654,0.6326456069946289,0.07191705703735352,0.1376326084136963,300,0.000458065668741862,0.00040912628173828125,0.0005540847778320312,,1354.5625,1609.69,558007.2984532448,none,,,1,1,,0,0,0,0
2,4,32,seq,,zmq,exchange_dummy,,local,1,300,2,scaling_F2_N4_M32_seq_zmq_local,20260728_082702,1.8454980850219727,0.6325008869171143,0.07174062728881836,0.14008259773254395,300,0.0004662783940633138,0.00040793418884277344,0.0006103515625,,1356.01171875,1559.99,548247.9711479383,none,,,1,1,,0,0,0,0
